tanggal,id_transaksi,produk,kategori,jumlah,harga_satuan,total,kota
2026-04-18,TRX-1427,Kopi Susu,Minuman,2,18000,36000,Bandung
2026-03-30,TRX-1428,Martabak,Snack,1,36000,36000,Surabaya
2026-05-29,TRX-1429,Bakso,Makanan,4,19000,76000,Medan
2026-02-09,TRX-1430,Es Teh,Minuman,3,6000,18000,Medan
2026-05-18,TRX-1431,Ayam Geprek,Makanan,2,22000,44000,Bandung
2026-06-20,TRX-1432,Susu UHT,Minuman,4,8000,32000,Surabaya
2026-05-31,TRX-1433,Susu UHT,Minuman,1,8000,8000,Makassar
2026-04-16,TRX-1434,Pisang Goreng,Snack,2,10500,21000,Surabaya
2026-06-01,TRX-1435,Kue Lapis,Snack,3,15000,45000,Surabaya
2026-01-18,TRX-1436,Kopi Susu,Minuman,4,18500,74000,Jakarta
2026-02-02,TRX-1437,Teh Manis,Minuman,1,8000,8000,Surabaya
2026-03-26,TRX-1438,Ayam Geprek,Makanan,2,23000,46000,Bandung
2026-02-11,TRX-1439,Ayam Geprek,Makanan,3,22500,67500,Makassar
2026-04-12,TRX-1440,Susu UHT,Minuman,2,8000,16000,Medan
2026-01-17,TRX-1441,Sate Ayam,Makanan,4,30500,122000,Surabaya
2026-04-10,TRX-1442,Mie Ayam,Makanan,1,21000,21000,Makassar
2026-02-28,TRX-1443,Mie Ayam,Makanan,4,20000,80000,Makassar
2026-03-19,TRX-1444,Sate Ayam,Makanan,3,30500,91500,Surabaya
2026-04-13,TRX-1445,Martabak,Snack,4,35000,140000,Makassar
2026-04-04,TRX-1446,Air Mineral,Minuman,3,4500,13500,Surabaya
2026-05-12,TRX-1447,Keripik,Snack,3,12000,36000,Surabaya
2026-04-27,TRX-1448,Pisang Goreng,Snack,3,10500,31500,Surabaya
2026-06-16,TRX-1449,Kue Lapis,Snack,3,15000,45000,Bandung
2026-01-22,TRX-1450,Ayam Geprek,Makanan,2,22000,44000,Surabaya
2026-03-19,TRX-1451,Bakso,Makanan,3,18000,54000,Medan
2026-05-15,TRX-1452,Sate Ayam,Makanan,1,30000,30000,Surabaya
2026-05-17,TRX-1453,Nasi Goreng,Makanan,3,26000,78000,Jakarta
2026-06-11,TRX-1454,Keripik,Snack,2,12000,24000,Makassar
2026-05-16,TRX-1455,Sate Ayam,Makanan,3,30500,91500,Makassar
2026-06-27,TRX-1456,Air Mineral,Minuman,1,4000,4000,Bandung
2026-06-22,TRX-1457,Bakso,Makanan,2,19000,38000,Makassar
2026-01-04,TRX-1458,Susu UHT,Minuman,2,8000,16000,Makassar
2026-04-25,TRX-1459,Pisang Goreng,Snack,4,10500,42000,Surabaya
2026-04-21,TRX-1460,Teh Manis,Minuman,4,8500,34000,Makassar
2026-05-20,TRX-1461,Martabak,Snack,4,36000,144000,Surabaya
2026-05-06,TRX-1462,Nasi Goreng,Makanan,4,25000,100000,Jakarta
2026-04-30,TRX-1463,Nasi Goreng,Makanan,3,25500,76500,Bandung
2026-06-13,TRX-1464,Kopi Susu,Minuman,3,18000,54000,Bandung
2026-01-24,TRX-1465,Nasi Goreng,Makanan,2,25500,51000,Makassar
2026-05-23,TRX-1466,Teh Manis,Minuman,4,8000,32000,Surabaya
2026-05-10,TRX-1467,Es Teh,Minuman,1,7000,7000,Makassar
2026-02-05,TRX-1468,Pisang Goreng,Snack,1,10000,10000,Surabaya
2026-04-09,TRX-1469,Teh Manis,Minuman,3,9000,27000,Jakarta
2026-03-08,TRX-1470,Sate Ayam,Makanan,2,31000,62000,Jakarta
2026-02-23,TRX-1471,Teh Manis,Minuman,1,9000,9000,Jakarta
2026-04-11,TRX-1472,Kopi Susu,Minuman,4,18000,72000,Jakarta
2026-05-21,TRX-1473,Pisang Goreng,Snack,2,10500,21000,Surabaya
2026-02-14,TRX-1474,Teh Manis,Minuman,4,8000,32000,Medan
2026-01-18,TRX-1475,Air Mineral,Minuman,3,5000,15000,Bandung
2026-02-05,TRX-1476,Keripik,Snack,1,12000,12000,Surabaya
2026-05-26,TRX-1477,Teh Manis,Minuman,1,8500,8500,Medan
2026-06-03,TRX-1478,Kopi Susu,Minuman,2,18000,36000,Jakarta
2026-06-10,TRX-1479,Susu UHT,Minuman,2,7000,14000,Jakarta
2026-06-09,TRX-1480,Sate Ayam,Makanan,2,30000,60000,Medan
2026-02-19,TRX-1481,Kopi Susu,Minuman,3,18000,54000,Bandung
2026-02-07,TRX-1482,Nasi Goreng,Makanan,3,25500,76500,Surabaya
2026-06-25,TRX-1483,Air Mineral,Minuman,4,4500,18000,Bandung
2026-02-02,TRX-1484,Es Teh,Minuman,2,6000,12000,Surabaya
2026-05-23,TRX-1485,Martabak,Snack,2,36000,72000,Bandung
2026-01-25,TRX-1486,Teh Manis,Minuman,2,9000,18000,Medan
2026-02-07,TRX-1487,Nasi Goreng,Makanan,4,26000,104000,Medan
2026-03-20,TRX-1488,Teh Manis,Minuman,4,8500,34000,Makassar
2026-06-04,TRX-1489,Mie Ayam,Makanan,3,20000,60000,Bandung
2026-04-27,TRX-1490,Es Teh,Minuman,2,7000,14000,Medan
2026-06-23,TRX-1491,Keripik,Snack,3,13000,39000,Jakarta
2026-04-07,TRX-1492,Bakso,Makanan,2,18000,36000,Bandung
2026-05-29,TRX-1493,Pisang Goreng,Snack,2,11000,22000,Makassar
2026-05-14,TRX-1494,Mie Ayam,Makanan,2,20500,41000,Makassar
2026-02-16,TRX-1495,Martabak,Snack,3,36000,108000,Jakarta
2026-01-29,TRX-1496,Teh Manis,Minuman,4,8500,34000,Bandung
2026-04-22,TRX-1497,Mie Ayam,Makanan,3,20500,61500,Makassar
2026-05-14,TRX-1498,Kue Lapis,Snack,1,15000,15000,Medan
2026-05-14,TRX-1499,Air Mineral,Minuman,2,4000,8000,Medan
2026-04-16,TRX-1500,Keripik,Snack,1,12500,12500,Medan
2026-03-21,TRX-1501,Bakso,Makanan,4,18500,74000,Bandung
2026-02-19,TRX-1502,Bakso,Makanan,3,18500,55500,Jakarta
2026-03-05,TRX-1503,Nasi Goreng,Makanan,1,25000,25000,Bandung
2026-04-27,TRX-1504,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-02-08,TRX-1505,Keripik,Snack,1,12500,12500,Surabaya
2026-01-24,TRX-1506,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-05-25,TRX-1507,Bakso,Makanan,1,18000,18000,Bandung
2026-02-02,TRX-1508,Es Teh,Minuman,3,6500,19500,Surabaya
2026-01-06,TRX-1509,Es Teh,Minuman,3,6000,18000,Medan
2026-04-27,TRX-1510,Pisang Goreng,Snack,2,10500,21000,Surabaya
2026-04-12,TRX-1511,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-05-20,TRX-1512,Nasi Goreng,Makanan,4,26000,104000,Makassar
2026-01-07,TRX-1513,Mie Ayam,Makanan,2,21000,42000,Surabaya
2026-05-30,TRX-1514,Keripik,Snack,4,12000,48000,Surabaya
2026-02-06,TRX-1515,Kopi Susu,Minuman,2,19000,38000,Jakarta
2026-02-23,TRX-1516,Bakso,Makanan,3,18500,55500,Medan
2026-03-02,TRX-1517,Martabak,Snack,2,36000,72000,Medan
2026-02-26,TRX-1518,Keripik,Snack,1,12500,12500,Jakarta
2026-01-12,TRX-1519,Martabak,Snack,1,35000,35000,Bandung
2026-01-04,TRX-1520,Kopi Susu,Minuman,3,18500,55500,Surabaya
2026-02-21,TRX-1521,Susu UHT,Minuman,3,7500,22500,Medan
2026-01-05,TRX-1522,Bakso,Makanan,1,18500,18500,Makassar
2026-05-11,TRX-1523,Ayam Geprek,Makanan,1,22000,22000,Makassar
2026-06-03,TRX-1524,Susu UHT,Minuman,2,8000,16000,Surabaya
2026-01-16,TRX-1525,Ayam Geprek,Makanan,2,22500,45000,Surabaya
2026-04-27,TRX-1526,Sate Ayam,Makanan,2,30000,60000,Makassar
2026-04-07,TRX-1527,Es Teh,Minuman,2,6500,13000,Makassar
2026-03-14,TRX-1528,Martabak,Snack,3,35000,105000,Medan
2026-06-19,TRX-1529,Mie Ayam,Makanan,4,20500,82000,Makassar
2026-06-19,TRX-1530,Sate Ayam,Makanan,3,30500,91500,Surabaya
2026-02-15,TRX-1531,Ayam Geprek,Makanan,3,22000,66000,Medan
2026-05-05,TRX-1532,Sate Ayam,Makanan,4,31000,124000,Medan
2026-04-29,TRX-1533,Pisang Goreng,Snack,2,11000,22000,Bandung
2026-04-29,TRX-1534,Air Mineral,Minuman,2,5000,10000,Medan
2026-04-24,TRX-1535,Bakso,Makanan,2,18500,37000,Medan
2026-06-03,TRX-1536,Kopi Susu,Minuman,4,18000,72000,Surabaya
2026-01-08,TRX-1537,Ayam Geprek,Makanan,1,22500,22500,Medan
2026-04-04,TRX-1538,Pisang Goreng,Snack,4,10000,40000,Bandung
2026-05-15,TRX-1539,Sate Ayam,Makanan,3,31000,93000,Bandung
2026-05-09,TRX-1540,Nasi Goreng,Makanan,3,25000,75000,Surabaya
2026-02-23,TRX-1541,Bakso,Makanan,3,18000,54000,Medan
2026-02-01,TRX-1542,Kue Lapis,Snack,2,15500,31000,Jakarta
2026-05-28,TRX-1543,Susu UHT,Minuman,3,7000,21000,Bandung
2026-03-19,TRX-1544,Es Teh,Minuman,1,6000,6000,Jakarta
2026-02-14,TRX-1545,Es Teh,Minuman,1,7000,7000,Medan
2026-04-21,TRX-1546,Nasi Goreng,Makanan,4,25500,102000,Jakarta
2026-03-24,TRX-1547,Nasi Goreng,Makanan,3,26000,78000,Medan
2026-02-08,TRX-1548,Keripik,Snack,2,12000,24000,Jakarta
2026-04-06,TRX-1549,Kue Lapis,Snack,3,15000,45000,Bandung
2026-03-11,TRX-1550,Nasi Goreng,Makanan,2,26000,52000,Bandung
2026-03-24,TRX-1551,Bakso,Makanan,2,19000,38000,Bandung
2026-05-02,TRX-1552,Susu UHT,Minuman,4,7500,30000,Surabaya
2026-04-13,TRX-1553,Teh Manis,Minuman,1,8500,8500,Medan
2026-05-03,TRX-1554,Sate Ayam,Makanan,1,30500,30500,Medan
2026-03-23,TRX-1555,Es Teh,Minuman,1,7000,7000,Makassar
2026-04-24,TRX-1556,Keripik,Snack,1,12000,12000,Makassar
2026-04-19,TRX-1557,Kopi Susu,Minuman,1,18000,18000,Jakarta
2026-01-04,TRX-1558,Keripik,Snack,2,13000,26000,Makassar
2026-01-15,TRX-1559,Pisang Goreng,Snack,4,10500,42000,Surabaya
2026-03-07,TRX-1560,Kopi Susu,Minuman,4,18500,74000,Jakarta
2026-03-09,TRX-1561,Kopi Susu,Minuman,3,19000,57000,Medan
2026-05-24,TRX-1562,Air Mineral,Minuman,3,5000,15000,Makassar
2026-03-27,TRX-1563,Keripik,Snack,1,12500,12500,Makassar
2026-01-29,TRX-1564,Es Teh,Minuman,4,6000,24000,Jakarta
2026-04-27,TRX-1565,Martabak,Snack,4,36000,144000,Bandung
2026-02-05,TRX-1566,Ayam Geprek,Makanan,2,23000,46000,Surabaya
2026-06-05,TRX-1567,Susu UHT,Minuman,3,7000,21000,Jakarta
2026-03-15,TRX-1568,Kopi Susu,Minuman,4,18000,72000,Surabaya
2026-04-11,TRX-1569,Mie Ayam,Makanan,1,20000,20000,Bandung
2026-04-17,TRX-1570,Mie Ayam,Makanan,2,20000,40000,Bandung
2026-06-29,TRX-1571,Es Teh,Minuman,1,6500,6500,Bandung
2026-06-04,TRX-1572,Pisang Goreng,Snack,3,10500,31500,Medan
2026-06-05,TRX-1573,Susu UHT,Minuman,3,7500,22500,Jakarta
2026-04-11,TRX-1574,Nasi Goreng,Makanan,3,25000,75000,Medan
2026-02-24,TRX-1575,Susu UHT,Minuman,3,7500,22500,Surabaya
2026-02-13,TRX-1576,Mie Ayam,Makanan,2,20000,40000,Bandung
2026-04-01,TRX-1577,Susu UHT,Minuman,4,7500,30000,Medan
2026-05-30,TRX-1578,Sate Ayam,Makanan,2,31000,62000,Makassar
2026-01-22,TRX-1579,Ayam Geprek,Makanan,3,22000,66000,Makassar
2026-03-18,TRX-1580,Martabak,Snack,4,35000,140000,Bandung
2026-02-11,TRX-1581,Bakso,Makanan,3,19000,57000,Medan
2026-02-16,TRX-1582,Teh Manis,Minuman,3,8500,25500,Bandung
2026-06-29,TRX-1583,Keripik,Snack,4,12000,48000,Bandung
2026-02-16,TRX-1584,Keripik,Snack,4,13000,52000,Surabaya
2026-01-18,TRX-1585,Martabak,Snack,1,36000,36000,Surabaya
2026-01-11,TRX-1586,Nasi Goreng,Makanan,3,25500,76500,Surabaya
2026-04-03,TRX-1587,Bakso,Makanan,1,19000,19000,Bandung
2026-06-28,TRX-1588,Sate Ayam,Makanan,1,31000,31000,Jakarta
2026-03-24,TRX-1589,Keripik,Snack,4,12000,48000,Bandung
2026-02-15,TRX-1590,Air Mineral,Minuman,4,4500,18000,Makassar
2026-03-20,TRX-1591,Ayam Geprek,Makanan,2,23000,46000,Makassar
2026-06-26,TRX-1592,Kopi Susu,Minuman,3,18500,55500,Medan
2026-05-29,TRX-1593,Martabak,Snack,2,36000,72000,Bandung
2026-04-28,TRX-1594,Sate Ayam,Makanan,4,30000,120000,Surabaya
2026-02-18,TRX-1595,Kopi Susu,Minuman,1,19000,19000,Surabaya
2026-04-14,TRX-1596,Susu UHT,Minuman,3,7500,22500,Bandung
2026-04-02,TRX-1597,Teh Manis,Minuman,2,9000,18000,Makassar
2026-05-09,TRX-1598,Pisang Goreng,Snack,3,10500,31500,Makassar
2026-03-06,TRX-1599,Mie Ayam,Makanan,1,21000,21000,Makassar
2026-02-20,TRX-1600,Keripik,Snack,3,12500,37500,Bandung
2026-02-06,TRX-1601,Es Teh,Minuman,3,6500,19500,Bandung
2026-03-26,TRX-1602,Air Mineral,Minuman,1,5000,5000,Surabaya
2026-03-10,TRX-1603,Keripik,Snack,1,12000,12000,Surabaya
2026-01-17,TRX-1604,Kopi Susu,Minuman,3,18500,55500,Makassar
2026-04-18,TRX-1605,Air Mineral,Minuman,1,4000,4000,Jakarta
2026-06-17,TRX-1606,Nasi Goreng,Makanan,2,25000,50000,Makassar
2026-04-11,TRX-1607,Sate Ayam,Makanan,2,30000,60000,Surabaya
2026-03-02,TRX-1608,Kue Lapis,Snack,3,16000,48000,Medan
2026-03-29,TRX-1609,Kue Lapis,Snack,1,15000,15000,Medan
2026-03-07,TRX-1610,Teh Manis,Minuman,4,8000,32000,Surabaya
2026-01-17,TRX-1611,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-01-26,TRX-1612,Nasi Goreng,Makanan,2,25500,51000,Makassar
2026-03-22,TRX-1613,Nasi Goreng,Makanan,3,25500,76500,Surabaya
2026-04-12,TRX-1614,Nasi Goreng,Makanan,2,26000,52000,Makassar
2026-01-22,TRX-1615,Susu UHT,Minuman,1,8000,8000,Makassar
2026-06-01,TRX-1616,Air Mineral,Minuman,4,4500,18000,Surabaya
2026-03-02,TRX-1617,Es Teh,Minuman,4,7000,28000,Jakarta
2026-06-04,TRX-1618,Kue Lapis,Snack,4,16000,64000,Makassar
2026-01-29,TRX-1619,Mie Ayam,Makanan,3,21000,63000,Jakarta
2026-03-12,TRX-1620,Kopi Susu,Minuman,2,18000,36000,Medan
2026-02-28,TRX-1621,Bakso,Makanan,2,18500,37000,Bandung
2026-01-10,TRX-1622,Sate Ayam,Makanan,2,31000,62000,Bandung
2026-03-02,TRX-1623,Susu UHT,Minuman,2,8000,16000,Medan
2026-04-15,TRX-1624,Sate Ayam,Makanan,3,31000,93000,Bandung
2026-01-19,TRX-1625,Sate Ayam,Makanan,2,31000,62000,Medan
2026-03-11,TRX-1626,Ayam Geprek,Makanan,3,23000,69000,Medan
2026-05-26,TRX-1627,Mie Ayam,Makanan,2,20000,40000,Bandung
2026-05-04,TRX-1628,Susu UHT,Minuman,3,8000,24000,Bandung
2026-01-19,TRX-1629,Sate Ayam,Makanan,4,31000,124000,Surabaya
2026-02-27,TRX-1630,Teh Manis,Minuman,3,8500,25500,Surabaya
2026-03-14,TRX-1631,Keripik,Snack,4,12000,48000,Jakarta
2026-04-15,TRX-1632,Pisang Goreng,Snack,1,10000,10000,Medan
2026-04-08,TRX-1633,Es Teh,Minuman,3,6000,18000,Bandung
2026-03-16,TRX-1634,Nasi Goreng,Makanan,1,26000,26000,Makassar
2026-05-01,TRX-1635,Kue Lapis,Snack,2,16000,32000,Makassar
2026-04-22,TRX-1636,Sate Ayam,Makanan,1,30000,30000,Surabaya
2026-04-17,TRX-1637,Mie Ayam,Makanan,2,21000,42000,Surabaya
2026-04-11,TRX-1638,Keripik,Snack,3,13000,39000,Medan
2026-01-17,TRX-1639,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-04-09,TRX-1640,Ayam Geprek,Makanan,3,22500,67500,Bandung
2026-01-06,TRX-1641,Kopi Susu,Minuman,2,18500,37000,Medan
2026-03-29,TRX-1642,Kue Lapis,Snack,2,16000,32000,Surabaya
2026-02-27,TRX-1643,Pisang Goreng,Snack,1,11000,11000,Jakarta
2026-05-30,TRX-1644,Pisang Goreng,Snack,3,10500,31500,Surabaya
2026-01-04,TRX-1645,Kue Lapis,Snack,1,15000,15000,Surabaya
2026-04-06,TRX-1646,Air Mineral,Minuman,2,4500,9000,Makassar
2026-01-03,TRX-1647,Ayam Geprek,Makanan,3,23000,69000,Makassar
2026-05-22,TRX-1648,Kopi Susu,Minuman,3,18500,55500,Bandung
2026-01-10,TRX-1649,Air Mineral,Minuman,1,5000,5000,Surabaya
2026-05-23,TRX-1650,Es Teh,Minuman,1,6500,6500,Bandung
2026-02-24,TRX-1651,Bakso,Makanan,2,18500,37000,Medan
2026-02-27,TRX-1652,Bakso,Makanan,1,18500,18500,Makassar
2026-03-19,TRX-1653,Pisang Goreng,Snack,3,11000,33000,Makassar
2026-05-04,TRX-1654,Kue Lapis,Snack,4,15000,60000,Jakarta
2026-05-19,TRX-1655,Sate Ayam,Makanan,2,30000,60000,Makassar
2026-05-29,TRX-1656,Nasi Goreng,Makanan,1,25500,25500,Medan
2026-04-08,TRX-1657,Es Teh,Minuman,2,6500,13000,Jakarta
2026-01-12,TRX-1658,Es Teh,Minuman,4,7000,28000,Medan
2026-05-25,TRX-1659,Nasi Goreng,Makanan,3,26000,78000,Medan
2026-05-13,TRX-1660,Susu UHT,Minuman,1,8000,8000,Surabaya
2026-02-26,TRX-1661,Kue Lapis,Snack,3,15000,45000,Surabaya
2026-06-17,TRX-1662,Susu UHT,Minuman,2,8000,16000,Jakarta
2026-05-25,TRX-1663,Kue Lapis,Snack,3,16000,48000,Jakarta
2026-04-07,TRX-1664,Susu UHT,Minuman,3,8000,24000,Medan
2026-04-28,TRX-1665,Nasi Goreng,Makanan,1,26000,26000,Medan
2026-03-09,TRX-1666,Keripik,Snack,3,12500,37500,Jakarta
2026-04-04,TRX-1667,Nasi Goreng,Makanan,4,25000,100000,Medan
2026-04-10,TRX-1668,Keripik,Snack,1,13000,13000,Medan
2026-01-26,TRX-1669,Nasi Goreng,Makanan,4,26000,104000,Bandung
2026-02-13,TRX-1670,Pisang Goreng,Snack,1,11000,11000,Makassar
2026-02-18,TRX-1671,Keripik,Snack,1,12500,12500,Makassar
2026-03-10,TRX-1672,Susu UHT,Minuman,1,8000,8000,Surabaya
2026-03-02,TRX-1673,Nasi Goreng,Makanan,2,26000,52000,Surabaya
2026-03-24,TRX-1674,Pisang Goreng,Snack,3,10000,30000,Jakarta
2026-03-04,TRX-1675,Sate Ayam,Makanan,3,30500,91500,Jakarta
2026-02-26,TRX-1676,Kopi Susu,Minuman,1,19000,19000,Bandung
2026-03-19,TRX-1677,Mie Ayam,Makanan,3,20500,61500,Surabaya
2026-01-26,TRX-1678,Susu UHT,Minuman,2,7000,14000,Bandung
2026-02-27,TRX-1679,Pisang Goreng,Snack,4,10500,42000,Jakarta
2026-02-15,TRX-1680,Nasi Goreng,Makanan,3,25500,76500,Makassar
2026-03-26,TRX-1681,Es Teh,Minuman,2,6500,13000,Makassar
2026-06-18,TRX-1682,Air Mineral,Minuman,3,4500,13500,Jakarta
2026-02-05,TRX-1683,Air Mineral,Minuman,4,4000,16000,Makassar
2026-01-04,TRX-1684,Es Teh,Minuman,3,7000,21000,Surabaya
2026-02-07,TRX-1685,Susu UHT,Minuman,3,8000,24000,Bandung
2026-03-21,TRX-1686,Mie Ayam,Makanan,2,21000,42000,Makassar
2026-02-03,TRX-1687,Ayam Geprek,Makanan,1,23000,23000,Medan
2026-05-19,TRX-1688,Martabak,Snack,2,36000,72000,Jakarta
2026-04-19,TRX-1689,Sate Ayam,Makanan,1,30000,30000,Bandung
2026-04-24,TRX-1690,Ayam Geprek,Makanan,3,22500,67500,Medan
2026-04-17,TRX-1691,Mie Ayam,Makanan,4,20000,80000,Surabaya
2026-03-06,TRX-1692,Bakso,Makanan,2,19000,38000,Bandung
2026-06-08,TRX-1693,Pisang Goreng,Snack,4,10000,40000,Surabaya
2026-02-15,TRX-1694,Nasi Goreng,Makanan,1,26000,26000,Surabaya
2026-05-19,TRX-1695,Pisang Goreng,Snack,2,10000,20000,Bandung
2026-04-05,TRX-1696,Teh Manis,Minuman,2,8500,17000,Surabaya
2026-04-04,TRX-1697,Teh Manis,Minuman,2,9000,18000,Bandung
2026-03-12,TRX-1698,Air Mineral,Minuman,4,5000,20000,Makassar
2026-05-24,TRX-1699,Susu UHT,Minuman,1,7500,7500,Surabaya
2026-06-08,TRX-1700,Air Mineral,Minuman,2,5000,10000,Bandung
2026-02-26,TRX-1701,Ayam Geprek,Makanan,4,22500,90000,Jakarta
2026-03-01,TRX-1702,Es Teh,Minuman,2,6000,12000,Medan
2026-02-20,TRX-1703,Nasi Goreng,Makanan,4,25500,102000,Jakarta
2026-05-23,TRX-1704,Bakso,Makanan,4,18500,74000,Makassar
2026-04-06,TRX-1705,Bakso,Makanan,2,19000,38000,Medan
2026-06-13,TRX-1706,Es Teh,Minuman,4,6000,24000,Medan
2026-03-18,TRX-1707,Ayam Geprek,Makanan,1,22000,22000,Bandung
2026-05-03,TRX-1708,Es Teh,Minuman,2,6000,12000,Bandung
2026-01-25,TRX-1709,Bakso,Makanan,2,18500,37000,Bandung
2026-04-14,TRX-1710,Martabak,Snack,1,36000,36000,Makassar
2026-03-24,TRX-1711,Martabak,Snack,3,35500,106500,Jakarta
2026-04-27,TRX-1712,Es Teh,Minuman,4,6500,26000,Surabaya
2026-03-29,TRX-1713,Sate Ayam,Makanan,2,31000,62000,Jakarta
2026-03-24,TRX-1714,Susu UHT,Minuman,2,7500,15000,Surabaya
2026-01-28,TRX-1715,Keripik,Snack,3,13000,39000,Jakarta
2026-04-30,TRX-1716,Air Mineral,Minuman,1,4000,4000,Bandung
2026-05-29,TRX-1717,Ayam Geprek,Makanan,1,22000,22000,Jakarta
2026-04-08,TRX-1718,Susu UHT,Minuman,4,7000,28000,Makassar
2026-05-21,TRX-1719,Ayam Geprek,Makanan,4,22000,88000,Medan
2026-03-28,TRX-1720,Teh Manis,Minuman,2,8500,17000,Medan
2026-06-24,TRX-1721,Kue Lapis,Snack,2,15000,30000,Makassar
2026-06-06,TRX-1722,Es Teh,Minuman,2,6000,12000,Jakarta
2026-01-04,TRX-1723,Kopi Susu,Minuman,4,19000,76000,Surabaya
2026-05-17,TRX-1724,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-05-13,TRX-1725,Mie Ayam,Makanan,4,21000,84000,Bandung
2026-06-08,TRX-1726,Kue Lapis,Snack,3,15500,46500,Bandung
2026-03-06,TRX-1727,Air Mineral,Minuman,3,4000,12000,Surabaya
2026-06-22,TRX-1728,Kue Lapis,Snack,2,15000,30000,Surabaya
2026-03-28,TRX-1729,Ayam Geprek,Makanan,3,22500,67500,Jakarta
2026-02-17,TRX-1730,Sate Ayam,Makanan,2,30000,60000,Jakarta
2026-03-13,TRX-1731,Es Teh,Minuman,1,7000,7000,Bandung
2026-06-22,TRX-1732,Keripik,Snack,1,13000,13000,Surabaya
2026-03-10,TRX-1733,Martabak,Snack,3,35500,106500,Jakarta
2026-01-20,TRX-1734,Ayam Geprek,Makanan,1,22500,22500,Bandung
2026-02-18,TRX-1735,Es Teh,Minuman,1,6500,6500,Jakarta
2026-04-11,TRX-1736,Nasi Goreng,Makanan,3,25500,76500,Bandung
2026-05-16,TRX-1737,Ayam Geprek,Makanan,2,23000,46000,Medan
2026-02-28,TRX-1738,Nasi Goreng,Makanan,1,25000,25000,Bandung
2026-02-11,TRX-1739,Air Mineral,Minuman,2,4000,8000,Medan
2026-06-21,TRX-1740,Mie Ayam,Makanan,1,20000,20000,Bandung
2026-05-27,TRX-1741,Pisang Goreng,Snack,4,11000,44000,Makassar
2026-01-23,TRX-1742,Keripik,Snack,1,12500,12500,Medan
2026-04-15,TRX-1743,Nasi Goreng,Makanan,4,26000,104000,Bandung
2026-02-17,TRX-1744,Martabak,Snack,1,35500,35500,Medan
2026-03-06,TRX-1745,Kue Lapis,Snack,1,15500,15500,Medan
2026-03-26,TRX-1746,Mie Ayam,Makanan,2,21000,42000,Makassar
2026-02-19,TRX-1747,Air Mineral,Minuman,4,4500,18000,Surabaya
2026-02-15,TRX-1748,Nasi Goreng,Makanan,2,26000,52000,Medan
2026-01-05,TRX-1749,Air Mineral,Minuman,1,5000,5000,Bandung
2026-01-26,TRX-1750,Martabak,Snack,4,36000,144000,Jakarta
2026-03-06,TRX-1751,Es Teh,Minuman,3,7000,21000,Bandung
2026-06-05,TRX-1752,Pisang Goreng,Snack,1,10000,10000,Bandung
2026-02-20,TRX-1753,Martabak,Snack,1,35500,35500,Bandung
2026-02-14,TRX-1754,Nasi Goreng,Makanan,2,26000,52000,Surabaya
2026-06-16,TRX-1755,Pisang Goreng,Snack,1,10500,10500,Bandung
2026-01-04,TRX-1756,Martabak,Snack,4,35500,142000,Jakarta
2026-02-12,TRX-1757,Ayam Geprek,Makanan,2,23000,46000,Bandung
2026-04-07,TRX-1758,Bakso,Makanan,3,18500,55500,Jakarta
2026-05-18,TRX-1759,Air Mineral,Minuman,2,4000,8000,Jakarta
2026-02-28,TRX-1760,Mie Ayam,Makanan,1,20500,20500,Jakarta
2026-02-06,TRX-1761,Ayam Geprek,Makanan,3,23000,69000,Medan
2026-04-12,TRX-1762,Nasi Goreng,Makanan,1,26000,26000,Bandung
2026-04-18,TRX-1763,Martabak,Snack,4,36000,144000,Bandung
2026-04-16,TRX-1764,Nasi Goreng,Makanan,1,25500,25500,Surabaya
2026-05-12,TRX-1765,Keripik,Snack,2,12500,25000,Medan
2026-05-07,TRX-1766,Mie Ayam,Makanan,4,20000,80000,Bandung
2026-03-07,TRX-1767,Pisang Goreng,Snack,4,11000,44000,Surabaya
2026-01-19,TRX-1768,Kopi Susu,Minuman,3,19000,57000,Bandung
2026-01-22,TRX-1769,Susu UHT,Minuman,1,7500,7500,Surabaya
2026-05-27,TRX-1770,Ayam Geprek,Makanan,4,22500,90000,Makassar
2026-05-31,TRX-1771,Mie Ayam,Makanan,4,20500,82000,Surabaya
2026-02-12,TRX-1772,Mie Ayam,Makanan,4,20500,82000,Surabaya
2026-06-06,TRX-1773,Air Mineral,Minuman,1,4500,4500,Makassar
2026-01-08,TRX-1774,Mie Ayam,Makanan,1,20000,20000,Makassar
2026-04-23,TRX-1775,Air Mineral,Minuman,3,4000,12000,Surabaya
2026-02-27,TRX-1776,Kue Lapis,Snack,3,16000,48000,Bandung
2026-05-20,TRX-1777,Mie Ayam,Makanan,1,20000,20000,Makassar
2026-03-06,TRX-1778,Ayam Geprek,Makanan,3,23000,69000,Bandung
2026-06-04,TRX-1779,Susu UHT,Minuman,1,7000,7000,Makassar
2026-05-12,TRX-1780,Bakso,Makanan,4,19000,76000,Medan
2026-05-26,TRX-1781,Susu UHT,Minuman,4,8000,32000,Makassar
