id,tanggal,kota,kategori_usaha,nominal_juta,metode,lunas
T-000374,2025-09-09,Surabaya,Kuliner,1.15,Tunai,Lunas
T-000375,2026-01-24,Semarang,Kerajinan,4.41,QRIS,Lunas
T-000376,2025-11-12,Makassar,Jasa,0.5,QRIS,Lunas
T-000377,2025-09-05,Yogyakarta,Jasa,1.13,QRIS,Lunas
T-000378,2026-07-27,Denpasar,Kuliner,4.15,Transfer,Lunas
T-000379,2025-11-22,Medan,Jasa,2.1,Transfer,Lunas
T-000380,2025-12-05,Palembang,Pertanian,0.53,Transfer,Lunas
T-000381,2026-08-25,Surabaya,Kerajinan,3.13,QRIS,Tempo
T-000382,2025-08-09,Jakarta,Jasa,4.32,QRIS,Lunas
T-000383,2025-11-28,Jakarta,Kuliner,0.79,Transfer,Lunas
T-000384,2025-12-27,Balikpapan,Kerajinan,2.23,QRIS,Tempo
T-000385,2025-09-20,Palembang,Kerajinan,3.18,Transfer,Lunas
T-000386,2026-01-25,Semarang,Pertanian,1.78,QRIS,Tempo
T-000387,2025-09-06,Surabaya,Pertanian,3.75,QRIS,Lunas
T-000388,2026-07-20,Semarang,Kerajinan,9.24,Tunai,Lunas
T-000389,2025-07-04,Balikpapan,Jasa,7.68,QRIS,Tempo
T-000390,2025-12-30,Palembang,Kuliner,2.79,QRIS,Lunas
T-000391,2026-04-20,Balikpapan,Pertanian,0.79,Tunai,Lunas
T-000392,2026-03-28,Surabaya,Kuliner,3.74,Tunai,Lunas
T-000393,2025-07-04,Palembang,Kuliner,1.76,QRIS,Lunas
T-000394,2025-10-02,Semarang,Retail,6.42,Transfer,Tempo
T-000395,2025-12-19,Makassar,Retail,1.2,Tunai,Lunas
T-000396,2026-01-18,Palembang,Pertanian,23.57,QRIS,Lunas
T-000397,2026-04-15,Medan,Pertanian,4.71,Tunai,Tempo
T-000398,2026-04-04,Medan,Kerajinan,3.29,Tunai,Lunas
T-000399,2025-12-26,Palembang,Jasa,12.14,Tunai,Lunas
T-000400,2026-01-24,Medan,Pertanian,3.8,QRIS,Belum
T-000401,2025-06-04,Denpasar,Kerajinan,4.56,QRIS,Lunas
T-000402,2025-06-26,Palembang,Kerajinan,0.65,Transfer,Lunas
T-000403,2025-07-28,Surabaya,Retail,2.71,Tunai,Lunas
T-000404,2025-07-24,Bandung,Retail,2.08,Tunai,Lunas
T-000405,2025-06-06,Semarang,Pertanian,1.37,Transfer,Tempo
T-000406,2025-06-21,Surabaya,Retail,0.44,Tunai,Lunas
T-000407,2026-04-29,Denpasar,Kuliner,0.34,QRIS,Lunas
T-000408,2025-10-13,Jakarta,Kuliner,2.41,Tunai,Lunas
T-000409,2025-11-17,Yogyakarta,Jasa,1.11,Tunai,Lunas
T-000410,2026-04-15,Makassar,Retail,4.96,QRIS,Lunas
T-000411,2026-02-20,Surabaya,Kerajinan,1.77,Tunai,Lunas
T-000412,2026-08-11,Palembang,Retail,11.27,Transfer,Lunas
T-000413,2025-07-20,Semarang,Pertanian,0.84,Transfer,Lunas
T-000414,2026-02-09,Palembang,Pertanian,7.17,QRIS,Lunas
T-000415,2025-11-15,Jakarta,Kuliner,2.94,QRIS,Lunas
T-000416,2026-08-12,Surabaya,Retail,11.58,QRIS,Lunas
T-000417,2025-09-04,Makassar,Pertanian,1.15,Transfer,Belum
T-000418,2026-07-04,Denpasar,Jasa,0.92,Tunai,Belum
T-000419,2026-02-28,Bandung,Jasa,2.14,QRIS,Belum
T-000420,2026-03-28,Makassar,Kuliner,3.87,QRIS,Lunas
T-000421,2026-02-20,Surabaya,Kerajinan,3.36,QRIS,Lunas
T-000422,2025-08-04,Denpasar,Retail,0.78,Tunai,Lunas
T-000423,2025-06-05,Medan,Retail,1.83,Transfer,Lunas
T-000424,2026-07-03,Bandung,Kuliner,1.83,Tunai,Lunas
T-000425,2026-08-05,Makassar,Kuliner,2.06,Tunai,Lunas
T-000426,2025-07-07,Jakarta,Kerajinan,4.4,Tunai,Belum
T-000427,2026-07-14,Semarang,Retail,1.1,Tunai,Lunas
T-000428,2026-01-07,Palembang,Kuliner,3.63,QRIS,Lunas
T-000429,2026-08-23,Denpasar,Retail,4.7,QRIS,Lunas
T-000430,2026-07-12,Yogyakarta,Kerajinan,8.88,Tunai,Lunas
T-000431,2026-03-04,Balikpapan,Retail,1.72,QRIS,Tempo
T-000432,2026-06-04,Denpasar,Kuliner,0.44,Transfer,Lunas
T-000433,2026-08-12,Denpasar,Kerajinan,0.13,Tunai,Belum
T-000434,2026-08-19,Bandung,Jasa,3.98,Transfer,Lunas
T-000435,2025-12-17,Palembang,Jasa,3.29,Tunai,Lunas
T-000436,2026-02-26,Surabaya,Pertanian,2.19,QRIS,Lunas
T-000437,2025-10-11,Surabaya,Kerajinan,3.58,Transfer,Lunas
T-000438,2026-02-02,Yogyakarta,Jasa,1.57,Tunai,Lunas
T-000439,2025-07-23,Semarang,Pertanian,5.34,Transfer,Lunas
T-000440,2025-11-01,Bandung,Kerajinan,6.83,Transfer,Tempo
T-000441,2026-02-20,Jakarta,Retail,2.34,QRIS,Tempo
T-000442,2025-07-05,Makassar,Jasa,1.73,Transfer,Tempo
T-000443,2025-09-02,Denpasar,Jasa,1.68,QRIS,Lunas
T-000444,2025-08-16,Bandung,Retail,5.26,Transfer,Lunas
T-000445,2025-08-17,Medan,Kerajinan,1.37,Transfer,Lunas
T-000446,2025-07-30,Surabaya,Retail,2.84,QRIS,Belum
T-000447,2026-05-16,Denpasar,Pertanian,0.43,QRIS,Lunas
T-000448,2026-08-27,Surabaya,Pertanian,3.9,QRIS,Tempo
T-000449,2025-06-30,Medan,Jasa,1.32,Transfer,Lunas
T-000450,2026-05-16,Jakarta,Retail,3.02,Transfer,Lunas
T-000451,2025-10-01,Palembang,Pertanian,4.62,QRIS,Lunas
T-000452,2026-06-03,Medan,Kuliner,2.91,QRIS,Lunas
T-000453,2025-10-14,Denpasar,Jasa,1.29,QRIS,Tempo
T-000454,2026-01-19,Makassar,Pertanian,1.51,Transfer,Lunas
T-000455,2026-02-10,Yogyakarta,Kerajinan,2.09,QRIS,Tempo
T-000456,2025-09-30,Medan,Jasa,0.63,Transfer,Lunas
T-000457,2026-02-02,Balikpapan,Kuliner,5.56,QRIS,Lunas
T-000458,2025-12-31,Palembang,Pertanian,6.06,Tunai,Lunas
T-000459,2026-01-20,Denpasar,Jasa,1.08,Transfer,Tempo
T-000460,2026-07-11,Medan,Jasa,3.17,Transfer,Lunas
T-000461,2025-06-26,Denpasar,Kuliner,2.08,Transfer,Lunas
T-000462,2025-06-09,Makassar,Kuliner,2.42,Tunai,Lunas
T-000463,2025-09-06,Jakarta,Pertanian,2.45,QRIS,Tempo
T-000464,2026-03-23,Semarang,Pertanian,1.49,Tunai,Lunas
T-000465,2026-08-08,Semarang,Retail,0.89,Tunai,Lunas
T-000466,2025-10-06,Yogyakarta,Kuliner,2.02,QRIS,Belum
T-000467,2026-04-05,Yogyakarta,Retail,1.16,Transfer,Lunas
T-000468,2026-05-12,Denpasar,Jasa,1.66,Transfer,Lunas
T-000469,2026-06-02,Surabaya,Kerajinan,1.76,Transfer,Lunas
T-000470,2026-03-16,Surabaya,Kerajinan,1.58,Transfer,Lunas
T-000471,2026-09-01,Semarang,Jasa,0.76,Tunai,Tempo
T-000472,2025-10-19,Surabaya,Kuliner,2.07,QRIS,Lunas
T-000473,2026-04-18,Medan,Jasa,5.83,QRIS,Lunas
T-000474,2025-11-13,Makassar,Retail,2.99,Transfer,Lunas
T-000475,2025-09-08,Semarang,Kuliner,2.04,Transfer,Lunas
T-000476,2026-07-28,Palembang,Kuliner,0.55,Transfer,Lunas
T-000477,2026-08-16,Yogyakarta,Kuliner,0.61,Tunai,Lunas
T-000478,2026-03-28,Medan,Kerajinan,2.07,Tunai,Lunas
T-000479,2026-06-29,Surabaya,Kuliner,1.69,QRIS,Lunas
T-000480,2025-12-02,Medan,Retail,7.07,Tunai,Lunas
T-000481,2025-12-17,Surabaya,Jasa,1.46,QRIS,Lunas
T-000482,2026-03-11,Makassar,Kerajinan,0.91,Transfer,Lunas
T-000483,2026-01-09,Denpasar,Pertanian,3.77,QRIS,Lunas
T-000484,2026-01-17,Yogyakarta,Pertanian,1.59,Transfer,Lunas
T-000485,2025-09-16,Yogyakarta,Jasa,2.85,Transfer,Lunas
T-000486,2025-12-07,Medan,Jasa,7.89,QRIS,Lunas
T-000487,2026-06-19,Jakarta,Kuliner,4.96,Transfer,Lunas
T-000488,2025-12-11,Jakarta,Retail,1.33,QRIS,Lunas
T-000489,2026-06-08,Semarang,Kerajinan,5.2,Transfer,Lunas
T-000490,2025-10-21,Denpasar,Kerajinan,3.16,QRIS,Tempo
T-000491,2026-07-24,Balikpapan,Kuliner,2.72,QRIS,Lunas
T-000492,2026-06-08,Denpasar,Kerajinan,4.13,Transfer,Lunas
T-000493,2026-03-23,Denpasar,Kerajinan,3.16,QRIS,Lunas
T-000494,2025-07-07,Surabaya,Kuliner,1.36,Tunai,Lunas
T-000495,2026-01-24,Medan,Kerajinan,0.81,Tunai,Lunas
T-000496,2025-08-11,Makassar,Kerajinan,1.39,Transfer,Lunas
T-000497,2026-07-14,Palembang,Retail,14.86,Tunai,Lunas
T-000498,2025-10-27,Palembang,Kerajinan,2.21,QRIS,Lunas
T-000499,2025-12-24,Surabaya,Retail,0.85,QRIS,Lunas
T-000500,2026-04-30,Denpasar,Pertanian,1.99,QRIS,Belum
T-000501,2026-02-27,Jakarta,Retail,3.05,Tunai,Lunas
T-000502,2025-08-30,Semarang,Retail,2.16,Transfer,Lunas
T-000503,2026-02-28,Makassar,Jasa,1.74,QRIS,Lunas
T-000504,2026-08-11,Yogyakarta,Kerajinan,1.72,Transfer,Lunas
T-000505,2026-08-09,Jakarta,Kerajinan,2.53,QRIS,Lunas
T-000506,2025-10-05,Semarang,Kuliner,5.46,QRIS,Belum
T-000507,2026-08-21,Bandung,Pertanian,4.82,QRIS,Lunas
T-000508,2026-07-17,Medan,Jasa,14.49,Transfer,Lunas
T-000509,2025-12-03,Palembang,Retail,13.37,QRIS,Lunas
T-000510,2026-07-23,Jakarta,Jasa,1.48,Tunai,Lunas
T-000511,2026-08-03,Palembang,Kerajinan,5.6,Tunai,Lunas
T-000512,2025-10-26,Palembang,Retail,0.83,Tunai,Lunas
T-000513,2025-10-13,Medan,Retail,2.95,QRIS,Lunas
T-000514,2026-02-05,Balikpapan,Retail,0.96,Tunai,Lunas
T-000515,2026-07-17,Medan,Pertanian,1.36,QRIS,Lunas
T-000516,2026-05-21,Surabaya,Pertanian,2.85,Tunai,Lunas
T-000517,2025-12-18,Denpasar,Kerajinan,3.0,QRIS,Tempo
T-000518,2025-11-29,Surabaya,Kuliner,4.56,QRIS,Belum
T-000519,2025-10-31,Palembang,Jasa,2.79,QRIS,Lunas
T-000520,2026-02-23,Yogyakarta,Kerajinan,0.54,Transfer,Lunas
T-000521,2025-10-13,Bandung,Pertanian,1.2,Tunai,Tempo
T-000522,2025-10-19,Semarang,Kerajinan,2.28,QRIS,Lunas
T-000523,2025-11-08,Jakarta,Kerajinan,1.55,Tunai,Lunas
T-000524,2026-08-15,Balikpapan,Retail,1.63,QRIS,Lunas
T-000525,2025-12-18,Bandung,Jasa,4.13,QRIS,Tempo
T-000526,2026-05-17,Denpasar,Kuliner,1.86,QRIS,Lunas
T-000527,2025-07-31,Makassar,Kuliner,5.8,Transfer,Tempo
T-000528,2026-02-20,Jakarta,Pertanian,14.93,QRIS,Lunas
T-000529,2026-06-02,Yogyakarta,Kerajinan,1.97,Tunai,Tempo
T-000530,2025-09-15,Bandung,Jasa,6.09,QRIS,Lunas
T-000531,2026-06-10,Semarang,Jasa,9.14,QRIS,Lunas
T-000532,2025-10-13,Makassar,Retail,2.84,Tunai,Lunas
T-000533,2025-07-14,Semarang,Pertanian,11.44,Tunai,Belum
T-000534,2026-01-24,Medan,Kuliner,11.04,QRIS,Lunas
T-000535,2025-11-23,Denpasar,Jasa,0.42,QRIS,Lunas
T-000536,2026-03-28,Balikpapan,Retail,1.63,QRIS,Lunas
T-000537,2025-12-19,Medan,Kuliner,1.3,Tunai,Lunas
T-000538,2026-03-30,Balikpapan,Kuliner,4.78,QRIS,Tempo
T-000539,2026-02-23,Jakarta,Kuliner,2.62,Transfer,Lunas
T-000540,2026-06-11,Balikpapan,Pertanian,0.34,QRIS,Lunas
T-000541,2025-06-24,Medan,Pertanian,1.91,QRIS,Lunas
T-000542,2026-02-16,Palembang,Retail,0.92,QRIS,Lunas
T-000543,2025-06-08,Jakarta,Kuliner,2.65,Tunai,Lunas
T-000544,2026-06-27,Jakarta,Kerajinan,11.76,QRIS,Lunas
T-000545,2026-03-06,Yogyakarta,Kuliner,3.57,QRIS,Lunas
T-000546,2025-09-20,Denpasar,Retail,0.98,Tunai,Lunas
T-000547,2026-03-14,Denpasar,Retail,4.08,Tunai,Lunas
T-000548,2026-04-06,Yogyakarta,Kerajinan,3.28,Tunai,Lunas
T-000549,2025-09-08,Balikpapan,Jasa,1.47,QRIS,Lunas
T-000550,2025-12-06,Denpasar,Pertanian,6.53,Transfer,Lunas
T-000551,2026-08-24,Semarang,Retail,3.72,Tunai,Tempo
T-000552,2026-08-09,Medan,Retail,4.37,Transfer,Lunas
T-000553,2026-06-20,Surabaya,Retail,1.71,Transfer,Lunas
T-000554,2026-04-07,Jakarta,Retail,5.03,QRIS,Lunas
T-000555,2026-01-18,Yogyakarta,Kuliner,2.12,QRIS,Lunas
T-000556,2026-07-12,Jakarta,Pertanian,1.24,QRIS,Lunas
T-000557,2026-05-27,Semarang,Kerajinan,6.29,QRIS,Lunas
T-000558,2025-10-21,Surabaya,Kerajinan,2.51,Transfer,Lunas
T-000559,2026-08-24,Yogyakarta,Kuliner,18.07,QRIS,Lunas
T-000560,2026-02-16,Jakarta,Kerajinan,0.82,QRIS,Lunas
T-000561,2026-08-17,Bandung,Jasa,3.78,Tunai,Tempo
T-000562,2026-07-14,Semarang,Kuliner,3.7,Transfer,Lunas
T-000563,2025-09-06,Medan,Kuliner,4.75,Tunai,Tempo
T-000564,2026-05-26,Jakarta,Kuliner,1.46,QRIS,Lunas
T-000565,2025-09-05,Yogyakarta,Pertanian,1.79,QRIS,Lunas
T-000566,2025-12-22,Denpasar,Kuliner,3.67,QRIS,Tempo
T-000567,2026-01-16,Denpasar,Kerajinan,5.45,QRIS,Lunas
T-000568,2026-07-20,Bandung,Kuliner,12.04,QRIS,Tempo
T-000569,2026-03-05,Balikpapan,Jasa,6.73,Transfer,Tempo
T-000570,2026-08-26,Jakarta,Pertanian,2.01,Transfer,Belum
T-000571,2026-04-18,Semarang,Kerajinan,3.77,QRIS,Lunas
T-000572,2026-06-18,Makassar,Jasa,1.31,Tunai,Lunas
T-000573,2026-04-04,Yogyakarta,Pertanian,2.37,QRIS,Belum
T-000574,2026-07-02,Palembang,Retail,5.84,QRIS,Lunas
T-000575,2026-01-24,Semarang,Jasa,1.96,Transfer,Lunas
T-000576,2025-09-24,Jakarta,Retail,1.74,Transfer,Lunas
T-000577,2026-08-11,Makassar,Retail,4.17,Transfer,Lunas
T-000578,2026-06-16,Makassar,Kerajinan,3.02,QRIS,Lunas
T-000579,2026-07-12,Jakarta,Jasa,2.4,QRIS,Lunas
T-000580,2025-09-06,Palembang,Retail,2.66,Transfer,Lunas
T-000581,2025-08-25,Palembang,Kuliner,12.96,Tunai,Lunas
T-000582,2026-03-19,Makassar,Retail,9.71,Transfer,Lunas
T-000583,2026-01-14,Palembang,Kuliner,5.15,QRIS,Lunas
T-000584,2026-08-29,Palembang,Kuliner,1.95,QRIS,Lunas
T-000585,2026-01-28,Jakarta,Pertanian,0.93,Tunai,Tempo
T-000586,2026-05-06,Jakarta,Retail,11.33,Transfer,Lunas
T-000587,2026-01-28,Bandung,Pertanian,6.4,QRIS,Lunas
T-000588,2026-08-24,Jakarta,Kerajinan,1.99,QRIS,Lunas
T-000589,2025-09-19,Makassar,Retail,1.4,Tunai,Tempo
T-000590,2026-07-14,Yogyakarta,Jasa,3.48,Tunai,Lunas
T-000591,2025-08-28,Balikpapan,Jasa,15.21,Tunai,Lunas
T-000592,2025-12-05,Yogyakarta,Kuliner,3.07,QRIS,Lunas
T-000593,2025-08-14,Makassar,Retail,1.22,Transfer,Lunas
T-000594,2025-08-19,Yogyakarta,Jasa,10.32,QRIS,Lunas
T-000595,2026-07-24,Palembang,Kerajinan,6.16,Transfer,Lunas
T-000596,2026-07-07,Bandung,Jasa,8.23,QRIS,Tempo
T-000597,2026-06-29,Denpasar,Kuliner,3.56,QRIS,Lunas
T-000598,2026-03-25,Denpasar,Retail,13.11,Transfer,Lunas
T-000599,2026-02-25,Balikpapan,Kuliner,0.95,QRIS,Lunas
T-000600,2025-12-18,Surabaya,Kuliner,8.62,QRIS,Tempo
T-000601,2026-08-19,Balikpapan,Kuliner,0.5,Transfer,Lunas
T-000602,2025-09-12,Balikpapan,Pertanian,2.51,Transfer,Belum
T-000603,2026-08-14,Palembang,Jasa,5.49,Transfer,Lunas
T-000604,2025-08-02,Yogyakarta,Jasa,2.08,QRIS,Lunas
T-000605,2026-05-30,Bandung,Pertanian,3.32,Transfer,Tempo
T-000606,2025-10-11,Medan,Jasa,7.67,Transfer,Lunas
T-000607,2026-03-05,Surabaya,Kuliner,2.27,Transfer,Lunas
T-000608,2026-08-24,Semarang,Kerajinan,9.87,QRIS,Lunas
T-000609,2026-08-29,Balikpapan,Jasa,1.56,Tunai,Lunas
T-000610,2026-01-25,Medan,Retail,3.09,Transfer,Lunas
T-000611,2025-08-29,Bandung,Kerajinan,2.45,QRIS,Tempo
T-000612,2026-01-12,Palembang,Kerajinan,0.23,Transfer,Lunas
T-000613,2026-06-10,Palembang,Retail,1.78,QRIS,Tempo
T-000614,2025-11-15,Palembang,Retail,1.11,QRIS,Lunas
T-000615,2026-01-13,Denpasar,Kerajinan,5.01,QRIS,Lunas
T-000616,2026-01-10,Makassar,Jasa,1.37,Transfer,Belum
T-000617,2026-01-28,Semarang,Retail,4.31,Transfer,Lunas
T-000618,2025-12-15,Makassar,Kuliner,3.45,Transfer,Lunas
T-000619,2026-02-08,Yogyakarta,Retail,3.08,QRIS,Lunas
T-000620,2026-03-25,Semarang,Kerajinan,1.06,QRIS,Tempo
T-000621,2025-07-31,Semarang,Kuliner,3.71,Tunai,Lunas
T-000622,2025-11-23,Makassar,Retail,1.32,Tunai,Belum
T-000623,2025-06-21,Semarang,Pertanian,2.76,Tunai,Lunas
T-000624,2026-06-26,Makassar,Retail,19.06,Transfer,Belum
T-000625,2025-09-10,Denpasar,Pertanian,2.99,QRIS,Lunas
T-000626,2026-02-02,Medan,Kerajinan,0.59,Tunai,Lunas
T-000627,2026-08-22,Palembang,Kerajinan,7.34,Transfer,Lunas
T-000628,2025-11-28,Balikpapan,Jasa,4.14,Tunai,Lunas
T-000629,2026-05-26,Palembang,Kuliner,5.55,Transfer,Lunas
T-000630,2026-08-16,Bandung,Kerajinan,1.93,Tunai,Lunas
T-000631,2026-08-04,Semarang,Kuliner,6.12,QRIS,Lunas
T-000632,2026-04-11,Bandung,Pertanian,2.98,Transfer,Lunas
T-000633,2026-05-13,Semarang,Kerajinan,0.97,Transfer,Lunas
T-000634,2025-09-21,Balikpapan,Pertanian,1.69,QRIS,Tempo
T-000635,2025-11-18,Yogyakarta,Kuliner,3.17,Transfer,Lunas
T-000636,2026-04-15,Palembang,Kerajinan,3.22,QRIS,Lunas
T-000637,2026-04-21,Palembang,Pertanian,7.26,Tunai,Belum
T-000638,2026-05-19,Yogyakarta,Retail,2.15,QRIS,Lunas
T-000639,2025-07-23,Balikpapan,Retail,4.66,QRIS,Lunas
T-000640,2026-06-14,Palembang,Pertanian,1.66,QRIS,Lunas
T-000641,2026-01-02,Denpasar,Kuliner,0.93,QRIS,Tempo
T-000642,2026-04-05,Balikpapan,Kerajinan,0.74,QRIS,Tempo
T-000643,2026-05-14,Surabaya,Kerajinan,2.18,QRIS,Lunas
T-000644,2026-07-25,Palembang,Pertanian,6.13,Tunai,Lunas
T-000645,2026-07-31,Palembang,Jasa,9.91,Transfer,Lunas
T-000646,2025-12-09,Makassar,Pertanian,0.39,Transfer,Lunas
T-000647,2025-10-20,Jakarta,Kuliner,3.65,QRIS,Tempo
T-000648,2025-06-08,Surabaya,Retail,18.69,QRIS,Lunas
T-000649,2026-06-11,Denpasar,Kerajinan,10.1,Transfer,Lunas
T-000650,2026-02-18,Balikpapan,Kerajinan,5.76,Tunai,Lunas
T-000651,2026-08-17,Makassar,Pertanian,4.87,Tunai,Lunas
T-000652,2026-04-05,Makassar,Retail,0.81,Transfer,Lunas
T-000653,2026-01-14,Balikpapan,Retail,4.53,Transfer,Lunas
T-000654,2026-07-19,Medan,Kerajinan,2.23,QRIS,Lunas
T-000655,2025-06-18,Bandung,Jasa,8.59,Transfer,Lunas
T-000656,2026-06-17,Palembang,Pertanian,0.82,Transfer,Lunas
T-000657,2025-06-04,Palembang,Kuliner,0.94,Tunai,Lunas
T-000658,2026-05-06,Bandung,Jasa,5.33,Tunai,Lunas
T-000659,2025-11-17,Yogyakarta,Kuliner,3.55,Transfer,Lunas
T-000660,2026-03-07,Balikpapan,Jasa,3.49,QRIS,Lunas
T-000661,2026-07-02,Balikpapan,Kuliner,8.5,Transfer,Belum
T-000662,2026-03-05,Jakarta,Kerajinan,4.0,QRIS,Belum
T-000663,2026-03-06,Surabaya,Retail,2.3,Transfer,Tempo
T-000664,2025-11-08,Denpasar,Retail,9.78,Transfer,Lunas
T-000665,2026-03-14,Makassar,Pertanian,1.32,QRIS,Lunas
T-000666,2025-09-26,Makassar,Retail,0.32,Transfer,Lunas
T-000667,2025-12-07,Balikpapan,Kerajinan,10.52,Tunai,Lunas
T-000668,2025-12-05,Denpasar,Jasa,10.23,QRIS,Lunas
T-000669,2025-11-06,Bandung,Jasa,1.05,QRIS,Lunas
T-000670,2026-07-01,Bandung,Jasa,7.17,Transfer,Lunas
T-000671,2025-10-17,Semarang,Jasa,3.91,QRIS,Tempo
T-000672,2026-02-10,Denpasar,Kuliner,3.04,QRIS,Lunas
T-000673,2025-12-22,Denpasar,Kuliner,1.9,QRIS,Lunas
T-000674,2025-11-13,Semarang,Jasa,1.74,Transfer,Lunas
T-000675,2025-07-03,Semarang,Kerajinan,3.06,Tunai,Lunas
T-000676,2026-03-17,Denpasar,Kuliner,2.69,Tunai,Lunas
T-000677,2026-05-25,Denpasar,Pertanian,4.19,QRIS,Lunas
T-000678,2025-07-05,Semarang,Retail,6.14,Transfer,Lunas
T-000679,2026-01-21,Denpasar,Kuliner,0.11,QRIS,Lunas
T-000680,2025-09-23,Jakarta,Jasa,1.56,Tunai,Lunas
T-000681,2026-05-25,Bandung,Pertanian,1.58,QRIS,Lunas
T-000682,2025-11-30,Palembang,Kuliner,8.54,QRIS,Lunas
T-000683,2025-12-09,Bandung,Pertanian,0.29,QRIS,Tempo
T-000684,2026-02-26,Balikpapan,Kerajinan,0.55,Transfer,Lunas
T-000685,2025-06-19,Jakarta,Kuliner,2.1,Tunai,Lunas
T-000686,2025-10-03,Balikpapan,Jasa,3.35,Transfer,Lunas
T-000687,2026-02-28,Makassar,Kerajinan,4.9,QRIS,Lunas
T-000688,2025-07-30,Palembang,Jasa,2.53,Tunai,Tempo
T-000689,2025-07-16,Jakarta,Jasa,0.96,QRIS,Lunas
T-000690,2026-07-20,Medan,Kerajinan,1.92,QRIS,Tempo
T-000691,2026-03-16,Yogyakarta,Kuliner,18.37,QRIS,Lunas
T-000692,2025-12-13,Denpasar,Kuliner,1.09,Tunai,Tempo
T-000693,2026-03-11,Palembang,Jasa,10.34,QRIS,Lunas
T-000694,2025-08-26,Denpasar,Pertanian,1.83,QRIS,Lunas
T-000695,2026-08-22,Denpasar,Kerajinan,8.38,Tunai,Lunas
T-000696,2025-07-07,Bandung,Kuliner,4.4,Tunai,Lunas
T-000697,2026-03-31,Bandung,Kerajinan,6.73,QRIS,Lunas
T-000698,2026-04-17,Jakarta,Pertanian,1.57,Transfer,Lunas
T-000699,2026-08-03,Jakarta,Jasa,1.34,Transfer,Belum
T-000700,2026-03-21,Balikpapan,Jasa,9.55,QRIS,Belum
T-000701,2026-07-24,Bandung,Jasa,2.04,Tunai,Tempo
T-000702,2025-09-06,Surabaya,Jasa,0.4,Transfer,Lunas
T-000703,2026-01-18,Bandung,Kerajinan,7.77,QRIS,Tempo
T-000704,2025-11-16,Balikpapan,Jasa,1.24,Tunai,Lunas
T-000705,2025-06-19,Surabaya,Kerajinan,1.41,QRIS,Lunas
T-000706,2026-05-31,Bandung,Kerajinan,14.18,QRIS,Tempo
T-000707,2025-12-14,Jakarta,Jasa,6.64,Transfer,Lunas
T-000708,2026-06-07,Palembang,Jasa,2.44,Transfer,Lunas
T-000709,2025-07-26,Yogyakarta,Jasa,14.29,QRIS,Lunas
T-000710,2026-02-19,Bandung,Pertanian,4.9,QRIS,Tempo
T-000711,2025-11-17,Makassar,Retail,3.15,QRIS,Lunas
T-000712,2026-03-27,Jakarta,Kerajinan,3.97,Tunai,Lunas
T-000713,2026-06-15,Surabaya,Retail,1.02,Tunai,Lunas
T-000714,2026-02-17,Jakarta,Retail,5.24,QRIS,Lunas
T-000715,2026-01-23,Yogyakarta,Pertanian,1.21,QRIS,Lunas
T-000716,2026-06-20,Makassar,Pertanian,1.52,Transfer,Lunas
T-000717,2025-07-24,Surabaya,Jasa,2.6,Transfer,Lunas
T-000718,2026-06-18,Yogyakarta,Retail,15.35,Transfer,Lunas
T-000719,2026-07-12,Makassar,Kerajinan,0.48,Transfer,Tempo
T-000720,2025-09-20,Surabaya,Jasa,3.23,Transfer,Lunas
T-000721,2026-03-10,Jakarta,Kerajinan,1.04,Tunai,Lunas
T-000722,2026-02-05,Medan,Retail,8.79,Tunai,Lunas
T-000723,2025-11-19,Denpasar,Kuliner,0.46,Transfer,Lunas
T-000724,2026-05-10,Surabaya,Kuliner,12.66,Transfer,Lunas
T-000725,2026-02-12,Balikpapan,Kerajinan,1.3,QRIS,Lunas
T-000726,2025-11-25,Yogyakarta,Pertanian,1.16,Transfer,Belum
T-000727,2025-11-24,Balikpapan,Jasa,0.84,QRIS,Lunas
T-000728,2025-07-30,Balikpapan,Kerajinan,6.37,Tunai,Lunas
T-000729,2026-06-14,Yogyakarta,Pertanian,2.21,QRIS,Lunas
T-000730,2026-04-11,Denpasar,Kuliner,0.87,Transfer,Lunas
T-000731,2026-07-02,Surabaya,Kerajinan,1.01,QRIS,Lunas
T-000732,2026-08-24,Yogyakarta,Jasa,1.14,Transfer,Belum
T-000733,2025-11-09,Makassar,Jasa,0.97,Tunai,Lunas
T-000734,2026-03-25,Denpasar,Retail,2.42,QRIS,Lunas
T-000735,2026-08-03,Semarang,Jasa,8.55,QRIS,Lunas
T-000736,2025-07-19,Makassar,Kuliner,1.97,QRIS,Lunas
T-000737,2026-05-29,Jakarta,Kuliner,1.79,QRIS,Lunas
T-000738,2025-11-08,Palembang,Jasa,2.18,Transfer,Lunas
T-000739,2025-09-03,Medan,Retail,6.19,QRIS,Lunas
T-000740,2026-08-29,Yogyakarta,Jasa,3.16,QRIS,Tempo
T-000741,2025-10-14,Palembang,Retail,1.96,QRIS,Lunas
T-000742,2025-12-22,Surabaya,Jasa,3.33,Transfer,Lunas
T-000743,2026-02-14,Bandung,Pertanian,2.38,Transfer,Lunas
T-000744,2026-06-06,Surabaya,Kerajinan,1.46,QRIS,Belum
T-000745,2026-07-22,Yogyakarta,Retail,1.54,Transfer,Belum
T-000746,2026-08-07,Surabaya,Kerajinan,0.52,Transfer,Lunas
T-000747,2025-12-31,Bandung,Kuliner,1.01,Transfer,Tempo
